1_clip	10_clip	11_clip	12_clip	13_clip	14_clip	15_clip	16_clip	17_clip	18_clip	19_clip	2_clip	20_clip	21_clip	22_clip	23_clip	24_clip	25_clip	26_clip	27_clip	28_clip	29_clip	3_clip	30_clip	32_clip	33_clip	34_clip	35_clip	36_clip	37_clip	38_clip	39_clip	4_clip	41_clip	42_clip	43_clip	44_clip	45_clip	46_clip	5_clip	6_clip	7_clip	8_clip	9_clip
sq142	22	0	3	6	4	6	15	5	5	11	11	21	8	4	2	0	5	10	27	18	9	0	26	2	14	19	22	21	17	26	0	0	40	14	8	3	23	39	50	22	49	45	76	48
sq143	35	8	28	24	26	11	28	16	23	16	25	59	28	17	39	13	15	18	35	18	21	0	30	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	26	56	22	36	32
sq144	8	1	10	7	6	10	15	19	27	33	30	5	5	5	7	7	20	30	59	51	35	0	19	0	9	9	8	21	11	25	1	0	20	20	2	4	18	37	38	16	33	14	15	29
sq145	61	3	16	20	27	16	12	21	18	12	16	73	25	23	37	14	20	34	32	31	25	0	28	0	0	0	0	0	0	0	0	0	36	1	0	0	0	0	0	25	39	17	36	15
sq146	2	0	13	16	40	12	16	18	10	6	13	0	21	6	35	1	6	11	16	12	10	1	0	44	31	19	32	16	31	26	0	0	0	9	19	12	12	9	188	1	0	0	0	0
sq147	0	0	8	7	11	9	2	5	9	0	8	1	5	5	14	9	3	13	24	3	11	0	0	0	31	14	37	98	6	11	0	1	1	127	14	67	42	46	68	0	0	0	1	0
sq148	79	58	33	24	34	5	21	18	10	4	11	60	34	17	35	9	15	15	19	11	11	0	27	0	0	0	0	0	0	0	0	1	29	0	0	0	0	0	0	23	27	22	34	21
sq149	58	2	23	33	14	11	29	17	20	10	25	54	22	20	32	10	24	31	20	16	17	0	47	0	0	0	0	0	0	0	0	1	36	0	1	0	0	0	0	23	53	12	8	22
sq150	4	0	1	10	2	2	4	2	12	7	5	21	3	2	4	5	7	10	20	20	6	1	17	4	7	16	25	31	24	22	4	0	20	21	16	7	28	75	33	18	34	27	29	60
sq151	19	0	8	11	12	7	9	18	18	13	17	19	3	9	20	5	13	22	37	33	19	0	4	0	0	5	4	2	1	4	2	0	37	7	6	6	1	3	3	34	37	53	66	66
sq152	6	0	3	8	10	8	18	16	20	20	21	11	2	5	12	7	12	19	32	26	29	0	2	0	2	0	6	5	3	2	0	0	40	6	0	2	3	0	4	33	35	62	71	83
sq153	0	0	3	2	3	5	2	3	3	1	5	2	4	2	4	4	8	9	8	4	11	0	0	4	13	25	32	106	37	46	0	0	0	74	10	39	42	54	76	0	0	0	0	0
sq154	10	0	5	10	3	5	9	10	16	6	12	21	3	3	2	2	8	9	28	29	11	0	5	33	4	17	17	25	16	8	18	0	15	8	10	9	14	40	32	11	36	29	47	42
sq155	4	0	2	16	23	15	16	16	31	36	22	10	8	7	17	8	21	34	46	43	65	0	6	0	1	2	6	5	3	7	0	0	9	1	1	1	6	2	6	20	25	31	24	33
sq156	7	0	11	22	16	5	7	5	12	5	8	8	17	4	11	4	2	6	11	16	15	0	3	74	17	19	14	44	10	19	1	0	3	35	28	24	33	40	45	0	6	4	5	7
sq157	10	0	6	10	3	28	26	24	36	35	40	14	7	4	3	15	40	44	50	28	31	0	9	7	2	2	6	12	4	8	0	1	10	4	2	0	10	3	18	8	21	4	10	14
sq158	0	0	3	6	8	9	7	6	16	4	11	0	11	4	12	5	5	7	19	10	16	0	1	63	18	11	29	18	1	7	26	10	0	106	54	26	14	36	21	1	0	0	0	1
sq159	14	0	0	6	9	5	4	7	11	9	8	21	1	1	8	4	5	7	21	10	21	0	8	1	5	4	9	9	7	18	0	2	27	9	4	2	13	16	15	19	67	70	60	59
sq160	23	0	7	5	8	3	9	15	10	13	21	26	9	5	11	4	9	14	31	14	18	0	23	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	31	49	48	80	68
sq161	49	0	7	17	18	5	11	11	9	6	8	38	10	5	18	5	6	19	27	25	17	0	21	0	0	2	2	0	1	1	0	0	35	1	0	0	0	0	0	29	27	55	47	54
sq162	12	2	5	4	6	3	6	3	12	14	18	17	4	3	5	4	11	13	20	13	16	0	8	13	11	18	30	18	18	16	0	0	10	23	18	22	30	36	50	10	16	8	14	21
sq163	9	0	3	6	4	0	9	5	10	9	5	14	2	6	6	4	8	6	17	15	11	0	9	0	11	9	22	21	16	21	0	0	31	11	9	9	49	29	27	16	24	30	38	33
sq164	0	0	2	3	4	2	0	1	2	1	0	0	2	2	3	0	1	6	3	3	2	1	0	33	8	52	86	36	41	90	0	0	0	6	12	10	63	38	47	0	0	0	0	0
sq165	12	0	9	9	4	7	7	11	18	13	13	18	5	8	4	3	10	14	36	25	18	0	9	11	2	3	6	6	2	6	9	0	18	40	19	39	4	16	12	20	24	14	18	33
sq166	0	1	9	15	25	4	20	15	5	12	24	0	7	11	10	0	7	15	10	7	18	1	1	13	19	36	48	3	5	18	24	1	0	37	27	30	14	32	26	0	1	0	0	0
sq167	5	0	6	6	11	5	17	13	19	13	21	11	12	2	4	2	12	21	23	26	19	0	17	3	8	9	16	21	8	9	0	0	14	0	3	10	22	32	33	13	17	10	30	27
sq168	1	0	3	3	1	0	1	1	0	0	2	1	4	3	1	1	0	1	1	1	0	0	0	43	53	38	43	90	26	39	1	3	0	23	17	20	35	24	63	0	0	0	0	0
sq169	16	0	1	4	10	3	6	5	8	4	7	22	4	5	6	3	5	17	11	18	6	0	8	2	2	12	17	17	11	15	1	0	41	20	4	2	21	28	31	12	21	54	33	29
sq170	49	3	13	20	26	8	20	15	14	11	12	30	26	7	23	11	15	17	16	23	14	0	25	0	0	0	0	0	0	0	1	0	40	0	0	0	0	0	0	22	34	13	16	9
sq171	11	8	23	50	41	26	6	3	7	5	5	13	27	22	53	6	2	13	14	12	18	0	5	17	6	12	11	17	6	8	3	2	4	4	10	3	14	2	17	1	8	6	5	7
sq172	1	0	3	11	18	6	10	16	9	2	12	0	11	3	14	4	6	16	31	15	15	0	0	0	6	12	36	31	48	63	0	0	0	6	13	2	27	29	45	2	0	1	1	0
sq173	9	0	1	3	15	4	1	10	14	9	13	22	6	2	8	1	5	30	45	25	18	0	2	0	0	0	1	2	1	0	0	0	36	0	0	0	1	6	2	29	24	56	61	62
sq174	25	21	11	21	17	6	3	3	3	0	3	24	11	9	17	4	1	2	5	3	7	1	10	227	7	2	10	3	2	4	6	0	4	4	7	1	5	15	9	0	5	1	3	1
sq175	0	0	2	5	3	1	1	2	0	1	2	1	1	2	4	0	0	4	3	1	0	0	0	13	8	19	38	54	36	55	0	0	0	14	17	11	45	52	115	0	2	0	0	0
sq176	31	33	6	11	11	12	19	12	14	8	19	39	6	4	19	7	12	19	24	15	17	1	7	0	0	0	1	0	1	1	0	1	32	0	0	0	0	0	1	13	23	28	42	20
sq177	9	0	0	8	6	7	4	3	6	8	4	15	1	2	3	3	2	16	21	14	12	0	8	0	2	14	22	40	17	22	0	0	9	7	9	4	36	29	48	7	19	16	20	30
sq178	8	0	0	11	5	1	2	3	14	5	14	20	9	3	4	3	2	11	18	14	14	0	6	0	3	16	4	31	21	27	1	1	6	3	1	8	50	31	49	11	11	12	24	26
sq179	0	0	2	1	8	4	0	0	0	0	1	2	1	2	4	2	0	1	1	0	1	0	0	31	45	16	23	85	7	14	13	0	0	38	11	16	35	46	91	0	0	0	1	0
sq180	0	1	1	3	4	0	1	3	3	2	2	0	0	2	8	2	1	3	8	3	7	1	0	51	16	25	77	27	24	60	1	0	0	32	14	29	27	21	40	0	0	0	0	0
sq181	3	7	3	4	5	2	4	6	2	5	6	1	4	3	5	1	3	5	9	10	6	0	3	14	16	22	19	36	23	22	3	3	3	50	15	47	26	35	52	1	3	2	5	2
sq182	36	3	18	23	16	16	17	15	6	10	15	27	13	15	15	7	14	11	12	19	11	0	15	0	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0	26	18	20	26	20
sq183	3	0	2	5	4	5	0	5	10	16	13	12	2	3	6	7	4	11	26	20	11	0	4	10	4	12	10	30	27	16	1	1	9	2	0	18	25	27	47	9	9	11	25	19
sq184	0	478	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sq185	27	2	9	8	11	3	6	8	3	3	7	33	8	4	6	4	7	4	8	15	10	0	11	0	0	0	0	0	0	0	0	0	40	0	0	0	0	2	0	17	36	39	89	50
sq186	2	0	8	29	24	10	11	9	6	5	7	2	25	12	19	8	7	8	16	9	15	0	1	40	20	12	20	26	7	3	2	0	1	13	9	10	15	12	39	1	4	1	0	1
sq187	27	4	15	19	9	8	12	9	14	4	11	44	11	8	26	15	8	17	21	23	11	0	13	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	18	36	11	23	25
sq188	21	0	4	8	2	0	9	3	17	10	17	23	6	3	4	4	5	6	19	25	7	0	9	0	1	0	2	4	0	1	0	0	24	15	7	8	10	11	11	16	37	31	41	43
sq189	29	0	23	11	9	11	22	20	6	7	19	31	14	7	12	10	26	15	28	23	17	0	15	0	0	0	0	0	0	0	0	0	24	0	1	0	0	0	0	14	21	9	28	9
sq190	34	38	7	9	16	4	6	10	5	7	4	26	10	15	13	5	5	7	23	20	16	0	18	0	0	0	0	0	0	0	1	0	26	0	6	0	0	0	0	14	31	27	32	23
sq191	0	0	3	8	9	3	11	9	1	2	5	1	10	6	13	5	1	2	3	2	5	0	0	62	8	21	22	27	40	30	0	0	0	14	0	6	19	10	97	0	0	0	0	0
sq192	2	0	0	1	3	5	8	7	19	11	9	4	1	3	0	3	6	11	26	32	24	0	1	0	5	1	3	8	2	15	0	0	20	18	0	3	19	18	13	10	14	27	59	40
sq193	2	9	6	17	17	8	7	12	8	10	11	3	12	12	19	7	8	10	13	16	23	0	2	0	12	4	23	24	19	30	0	0	2	8	2	0	13	19	54	2	1	1	2	2
sq194	42	32	7	13	21	10	5	4	3	3	5	55	19	10	20	12	3	3	16	6	20	0	14	0	0	0	0	0	0	0	0	0	23	0	1	0	0	5	0	10	31	15	22	12
sq195	28	9	10	10	27	6	14	13	11	9	11	32	13	10	26	7	10	10	18	11	13	0	18	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	28	28	13	20	10
sq196	9	2	3	6	6	4	3	9	15	8	14	19	7	6	8	1	7	13	28	24	8	0	8	0	0	2	0	0	0	0	0	0	31	0	0	0	0	8	1	12	39	31	57	49
sq197	4	0	4	12	14	2	2	4	13	10	10	8	3	7	12	4	6	15	31	15	16	0	2	0	8	13	18	19	17	16	1	0	13	13	0	13	9	18	19	5	9	16	21	16
sq198	8	0	2	7	3	4	3	3	8	1	3	13	2	0	1	2	3	7	11	10	7	0	4	4	3	0	5	6	11	9	1	0	34	2	1	5	11	16	23	13	47	39	50	55
sq199	0	0	2	3	5	10	4	4	2	2	2	0	2	0	1	4	5	7	11	3	15	0	0	9	12	5	15	60	19	24	0	0	0	56	20	10	30	46	49	0	0	0	0	0
sq200	0	0	17	13	28	6	7	14	7	3	14	1	24	5	26	22	8	13	15	8	12	0	1	82	14	11	18	8	1	3	0	0	1	25	12	3	5	6	2	0	0	0	0	0
sq201	1	0	16	6	17	3	3	9	2	0	5	0	8	2	16	9	4	2	7	3	16	0	1	4	42	18	59	50	18	24	0	0	0	18	22	4	11	10	23	0	0	0	0	0
sq202	1	0	1	2	9	5	2	3	0	0	3	0	4	1	10	1	3	2	5	5	5	0	0	22	8	18	41	38	23	45	0	0	0	22	7	15	33	14	80	1	0	0	2	0
sq203	32	0	15	10	8	11	9	4	2	10	9	39	4	7	16	9	2	4	16	23	14	0	8	0	0	0	0	0	0	0	0	0	18	0	1	0	0	1	0	7	31	33	42	45
sq204	2	0	3	7	13	10	21	15	17	14	23	3	6	2	12	9	17	23	48	31	46	0	2	0	1	3	1	0	0	0	0	0	4	0	0	1	0	0	1	6	16	18	27	22
sq205	1	0	3	1	7	8	1	4	5	0	1	0	3	0	6	7	3	5	8	5	9	0	0	1	19	10	18	71	13	21	0	4	0	53	7	23	28	37	40	0	0	0	1	0
sq206	9	1	2	2	7	0	1	7	9	3	9	15	3	3	5	1	8	9	20	8	12	0	6	0	3	0	1	1	2	0	0	0	38	1	0	1	0	1	4	28	51	62	49	40
sq207	0	0	5	5	9	3	3	6	3	4	5	0	6	3	9	3	4	6	6	7	4	1	0	3	13	25	58	46	21	50	0	0	0	11	16	20	16	18	31	0	1	0	1	0
sq208	5	1	4	3	3	6	9	6	10	14	10	7	3	3	4	5	16	12	24	23	17	0	9	1	4	2	6	15	11	12	0	0	3	9	5	25	17	25	32	8	15	12	11	11
sq209	0	0	2	3	12	1	0	2	5	2	3	0	1	2	6	0	6	2	10	2	4	0	0	26	11	12	56	23	17	41	0	0	0	12	4	11	33	38	71	0	0	0	0	0
sq210	12	0	5	3	11	9	10	7	4	13	9	18	11	5	4	3	12	9	22	20	14	0	12	0	1	0	1	0	1	0	0	1	37	0	0	0	2	0	0	14	22	40	56	29
sq211	31	41	10	18	18	6	1	6	3	1	3	28	12	9	28	5	5	9	3	1	7	0	3	82	0	3	7	7	1	4	0	0	4	5	1	6	1	4	12	7	10	2	5	5
sq212	47	15	10	21	16	4	2	4	5	2	2	74	20	17	21	7	0	4	11	9	10	0	16	0	0	0	0	0	0	0	1	0	16	0	1	0	0	0	0	9	20	13	18	17
sq213	1	0	2	5	14	16	20	15	23	8	12	1	10	6	15	13	25	24	50	39	37	0	0	0	2	2	3	16	3	6	0	0	5	0	0	1	2	7	7	2	2	4	6	5
sq214	1	0	2	5	9	1	0	5	3	2	5	1	3	3	9	3	1	2	4	2	5	1	0	36	20	6	22	52	17	52	0	0	0	2	0	0	25	58	50	0	1	0	0	0
sq215	21	1	7	2	7	4	5	10	3	2	5	28	5	2	6	4	0	9	20	14	7	0	10	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	17	39	37	65	40
sq216	10	0	2	3	11	2	2	2	7	2	8	13	2	3	1	4	4	12	26	7	8	0	7	0	0	5	3	0	1	2	0	1	35	3	0	0	0	5	3	38	55	44	46	29
sq217	3	0	4	1	3	7	11	8	22	13	16	4	3	6	1	10	16	15	21	17	14	0	3	0	3	3	9	12	5	6	2	5	4	28	19	14	13	19	39	2	14	1	2	5
sq218	4	0	5	5	4	2	0	1	1	3	1	4	3	1	2	3	5	2	6	3	8	0	0	0	5	0	6	17	3	5	0	1	1	62	35	62	19	68	43	1	1	4	2	2
sq219	15	0	5	8	13	4	7	11	7	6	10	28	16	0	9	3	8	13	14	12	15	0	17	0	0	0	0	0	0	0	1	0	27	0	0	0	1	0	0	20	42	12	44	31
sq220	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	18	30	29	27	58	32	27	0	0	0	14	9	19	21	22	83	0	0	0	0	0
sq221	1	0	2	5	10	3	3	3	6	1	5	0	3	5	2	1	3	4	12	8	3	0	0	28	9	9	32	18	11	39	1	0	0	20	17	15	35	25	51	0	0	1	0	2
sq222	2	0	5	3	7	9	11	36	33	22	25	0	4	4	10	8	11	18	49	44	39	0	0	1	0	1	4	3	3	2	0	0	4	0	0	0	4	4	1	4	2	3	3	11
sq223	21	0	8	6	7	8	3	10	11	4	11	28	9	4	10	11	9	12	13	17	10	0	11	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	18	33	15	45	20
sq224	3	0	4	7	14	2	1	1	0	0	0	0	7	5	11	4	1	0	2	1	3	0	0	198	11	1	7	9	6	5	0	3	0	21	2	2	10	7	30	0	0	0	0	0
sq225	0	0	2	1	3	1	0	6	1	0	1	0	2	0	2	0	1	4	2	3	3	0	0	17	13	11	43	20	15	45	0	0	0	9	9	17	18	8	119	0	0	0	0	0
sq226	12	0	0	5	6	1	8	4	11	8	11	17	6	2	8	2	4	5	26	12	10	0	6	0	0	3	2	0	1	3	3	0	13	3	3	2	10	15	8	23	20	28	43	30
sq227	16	7	3	6	6	4	6	5	9	5	5	17	2	2	7	2	4	3	23	16	21	0	6	0	3	0	1	4	1	1	0	1	18	1	0	1	9	5	12	15	23	37	36	30
sq228	0	0	0	3	2	0	2	0	0	0	0	0	1	3	1	0	0	0	0	0	1	0	0	0	6	61	17	43	63	53	0	0	0	3	3	7	8	24	69	0	0	0	0	0
sq229	0	0	1	1	1	1	0	0	0	1	1	0	2	1	3	1	0	2	2	0	3	0	0	47	30	22	16	68	17	17	0	0	0	13	15	8	27	32	37	0	0	0	0	0
sq230	0	0	0	2	2	1	1	3	6	0	0	0	5	0	4	1	4	2	4	3	3	1	0	27	8	13	47	19	15	40	0	0	1	6	6	32	17	35	59	0	0	0	0	0
sq231	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	24	5	6	54	30	22	44	4	1	0	12	8	13	35	60	44	0	0	0	0	0
sq232	7	0	1	6	9	1	1	3	7	5	4	6	1	3	4	0	2	5	7	7	2	0	3	44	4	0	7	4	10	13	0	1	14	11	5	9	11	15	15	13	30	28	21	25
sq233	0	0	1	3	3	1	2	0	0	0	0	0	0	1	1	1	0	3	2	0	1	2	0	2	6	31	29	18	25	53	0	0	0	13	7	1	31	81	44	0	0	0	0	0
sq234	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	46	8	15	23	36	12	34	1	0	0	35	9	38	27	16	59	0	0	0	0	0
sq235	0	0	6	7	12	16	6	21	24	14	34	0	8	1	12	14	21	20	50	35	38	0	0	0	0	1	0	2	3	0	0	0	0	0	0	5	2	4	4	0	0	0	0	0
sq236	8	0	1	2	2	1	4	2	9	6	11	3	0	1	4	4	7	14	14	18	9	0	3	4	5	10	13	16	10	14	0	0	7	9	0	2	21	27	39	6	19	8	10	16
sq237	0	0	1	3	6	7	2	4	9	2	6	0	10	2	8	3	4	6	10	3	6	0	0	2	48	39	43	37	11	14	0	1	1	26	13	1	5	16	8	0	0	0	0	0
sq238	1	0	8	7	11	7	9	5	9	13	9	1	4	6	8	7	3	5	10	13	6	0	2	16	16	19	15	27	15	13	0	2	0	8	3	4	5	10	50	0	1	0	2	0
sq239	63	36	4	19	25	6	1	1	0	2	5	62	14	8	25	1	2	3	5	4	8	0	7	0	0	0	0	0	0	0	0	1	8	0	0	0	5	1	0	2	12	5	9	5
sq240	9	7	3	8	8	0	6	0	2	4	6	29	2	5	6	2	5	5	14	11	4	0	11	0	0	2	11	6	6	9	0	0	10	0	1	2	9	13	8	9	19	26	34	34
sq241	11	0	1	4	4	2	4	5	7	11	8	16	3	2	5	1	2	8	10	8	7	0	8	0	1	7	7	16	11	6	3	0	12	5	5	6	22	18	15	9	12	19	28	15
sq242	7	0	5	4	4	3	6	3	2	10	8	16	2	2	1	1	7	5	8	6	7	0	10	4	0	3	4	23	7	18	0	2	17	6	7	2	6	14	18	5	20	19	23	25
sq243	19	3	5	13	9	5	7	6	6	5	6	18	6	9	13	4	4	7	16	7	8	0	4	0	1	0	2	0	1	0	0	0	14	1	0	0	0	2	0	11	21	29	49	26
sq244	3	0	4	15	14	15	24	15	20	18	24	2	12	5	20	8	18	8	37	27	33	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	6	1	1	1	0	1
sq245	13	1	2	7	0	3	7	2	11	6	4	18	4	5	10	1	9	13	31	8	18	0	8	0	0	2	2	3	0	4	0	1	11	5	9	9	3	6	8	5	24	20	20	21
sq246	0	1	8	6	16	15	13	17	13	9	24	0	8	6	9	12	14	12	42	27	32	0	0	0	1	0	9	13	5	3	0	0	1	0	1	2	4	2	7	0	0	2	0	0
sq247	0	0	10	5	8	5	1	1	3	0	0	0	3	4	16	3	1	2	5	3	13	0	0	136	19	14	15	22	4	1	7	0	0	20	3	1	1	1	5	0	0	0	0	0
sq248	13	1	4	7	5	10	19	12	9	12	6	25	14	4	6	6	13	18	18	14	13	0	21	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	14	22	8	12	6
sq249	4	0	0	9	3	5	2	2	9	8	13	14	4	2	4	4	7	12	27	9	10	0	3	0	0	0	5	0	1	0	0	3	18	0	1	1	1	6	6	26	24	18	40	30
sq250	4	0	1	2	2	2	7	1	7	7	13	10	1	0	4	3	2	8	19	15	14	0	4	0	1	0	0	2	1	0	0	0	22	1	0	0	0	0	2	26	26	30	61	33
sq251	9	0	5	17	7	6	3	7	6	9	3	2	1	3	9	2	6	3	8	21	8	0	1	9	5	6	8	16	11	5	0	0	14	10	13	2	7	28	14	0	1	29	10	0
sq252	17	10	2	7	15	5	2	8	9	8	6	12	2	2	6	2	7	13	5	8	4	0	6	1	1	2	2	1	4	5	0	0	13	4	1	1	7	13	18	12	26	18	25	13
sq253	2	2	3	8	12	4	4	7	6	12	18	10	2	6	7	2	6	20	16	9	8	1	4	2	1	4	14	4	4	11	1	0	12	13	4	3	14	5	9	4	12	9	13	11
sq254	0	0	6	4	11	7	5	4	1	1	4	0	7	3	7	2	3	2	3	4	6	0	1	5	31	23	57	37	9	20	0	0	0	15	2	5	8	7	19	0	0	0	0	0
sq255	6	1	4	7	5	6	2	6	6	7	8	18	5	1	7	3	5	3	9	5	4	0	3	0	0	0	1	0	0	0	0	0	31	0	0	0	0	0	0	19	37	38	34	36
sq256	5	0	2	6	5	1	3	1	14	5	11	3	2	6	5	1	5	7	15	7	5	0	1	8	0	7	8	8	9	19	7	0	14	3	2	6	10	20	20	6	14	15	16	14
sq257	0	0	2	6	12	7	0	0	1	1	0	0	8	5	12	5	1	2	10	1	9	0	0	3	14	4	12	38	4	7	0	4	0	34	5	16	19	17	57	0	0	0	0	0
sq258	4	0	2	2	1	5	2	6	11	10	8	8	3	0	1	1	4	13	20	18	4	0	10	14	1	10	3	5	5	10	0	0	6	5	19	8	9	18	8	9	11	7	19	15
sq259	28	9	5	11	18	6	5	2	1	1	3	32	9	4	23	1	1	1	3	7	12	0	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	5	14	30	40	27
sq260	15	0	2	3	4	5	5	6	6	3	4	19	3	2	5	1	6	4	11	4	12	0	5	0	0	0	0	1	0	0	2	0	28	0	0	0	0	0	0	16	30	48	32	31
sq261	14	2	10	5	6	2	21	13	11	11	8	13	10	3	11	3	6	11	16	14	18	0	28	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	11	11	11	17	11
sq262	8	0	2	10	9	2	9	9	13	13	5	22	4	1	4	2	7	10	19	8	17	0	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	2	13	25	18	25	28
sq263	5	0	1	0	4	3	4	5	1	4	4	8	1	0	1	2	3	7	16	9	5	0	7	0	2	2	7	11	6	8	0	0	20	1	0	8	16	16	18	11	14	26	26	30
sq264	3	0	1	7	3	2	3	3	2	4	5	2	3	3	10	1	2	8	9	15	7	0	0	6	4	3	10	4	7	5	0	0	2	22	25	12	17	32	32	3	6	9	9	11
sq265	1	0	11	18	18	12	14	12	5	10	17	10	20	6	22	8	14	14	15	13	8	0	8	0	6	7	4	3	2	0	0	0	3	3	1	0	3	8	7	1	5	0	2	0
sq266	0	0	2	3	12	5	2	0	4	1	1	0	5	3	11	2	1	1	0	6	5	0	0	1	45	8	10	13	3	8	6	2	0	38	13	15	9	50	21	0	1	0	2	0
sq267	25	0	1	3	1	0	0	0	0	0	1	0	1	6	4	1	39	6	1	56	2	0	0	0	2	0	1	0	0	0	0	1	80	4	0	2	0	4	2	2	4	52	1	4
sq268	18	2	19	26	26	16	8	7	2	2	5	23	14	6	27	5	9	7	5	2	6	0	10	0	1	0	1	0	0	1	0	0	11	0	0	5	1	0	1	7	21	2	5	4
sq269	0	0	0	1	6	1	0	0	1	0	1	0	4	1	0	1	0	1	3	2	0	0	0	12	19	7	8	41	5	10	5	0	0	22	17	15	28	39	54	0	0	0	0	0
sq270	3	0	1	1	5	1	3	1	11	7	8	6	1	0	4	1	7	5	22	20	17	0	3	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	23	18	30	49	29
sq271	7	0	1	0	5	6	3	6	9	9	17	9	2	2	5	2	6	9	17	8	17	0	6	0	0	0	0	2	0	1	0	0	12	1	0	0	1	1	3	18	18	25	42	31
sq272	7	7	0	3	2	5	0	6	4	8	9	5	3	3	2	1	6	10	16	13	8	1	1	6	1	4	7	14	10	10	0	1	7	8	0	10	13	25	16	3	14	5	14	13
sq273	1	0	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	8	7	14	33	28	23	0	0	0	4	0	1	62	27	83	0	0	0	0	0
sq274	13	4	1	2	5	0	6	0	4	6	4	11	2	0	8	3	1	6	7	9	1	0	1	0	2	7	8	5	9	9	0	0	15	0	0	13	18	18	14	8	14	29	17	18
sq275	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	5	17	17	36	37	37	0	1	0	2	1	2	58	6	72	0	0	0	0	0
sq276	5	0	4	12	4	8	10	6	17	8	13	4	1	5	5	4	6	7	5	17	9	0	4	0	4	10	10	12	7	2	8	0	5	3	1	8	3	11	18	0	10	11	7	12
sq277	7	1	1	3	7	1	1	2	5	2	9	16	0	2	4	1	6	6	5	4	4	0	7	23	1	2	5	3	2	3	22	4	13	16	15	12	3	14	14	2	10	11	15	9
sq278	5	5	0	3	1	2	4	1	14	7	2	7	1	1	4	1	7	5	9	10	4	0	11	3	2	12	4	18	13	8	0	0	3	12	14	1	11	7	18	6	14	10	20	11
sq279	1	0	2	2	1	5	10	9	11	10	12	6	1	4	5	4	5	11	30	10	15	1	15	0	1	7	5	5	8	3	0	0	5	3	0	7	3	2	8	5	24	9	3	21
sq280	0	0	8	6	8	3	2	2	1	1	1	0	9	4	23	5	0	4	3	3	9	0	0	0	10	7	16	34	1	4	0	0	0	25	7	17	18	14	44	0	0	0	0	0
sq281	11	7	5	5	4	3	5	8	5	6	4	19	2	9	5	1	3	9	11	7	5	0	3	3	0	7	5	7	1	8	0	0	8	5	8	2	5	16	10	8	11	15	17	14
sq282	10	0	1	4	3	2	4	1	3	5	2	5	0	3	3	3	2	6	4	6	1	0	2	0	1	9	13	7	7	13	1	0	14	12	3	7	14	30	23	3	5	19	23	13
sq283	6	0	0	6	0	1	1	1	0	3	1	4	2	4	5	0	0	3	8	4	1	0	0	1	1	9	7	14	5	8	0	0	21	5	2	0	21	22	31	9	13	24	21	19
sq284	25	0	12	14	10	11	13	5	8	8	9	18	8	4	11	9	4	7	10	10	13	0	9	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	9	12	10	9	7
sq285	0	0	4	4	8	0	1	1	0	1	0	0	3	3	5	1	0	0	0	0	2	0	0	128	4	11	11	24	5	12	0	0	0	6	1	0	5	7	33	0	0	0	0	0
sq286	3	4	2	2	4	1	0	2	2	1	3	1	1	0	1	0	3	4	9	4	5	0	0	0	4	5	2	14	4	5	0	0	2	32	21	33	19	54	17	0	5	3	6	1
sq287	23	0	6	11	10	6	12	8	5	5	7	23	8	3	13	6	5	6	7	3	5	0	15	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	10	23	8	9	15
sq288	5	0	1	3	2	3	3	0	9	6	4	4	0	3	0	2	4	4	7	8	1	0	1	0	1	4	12	15	12	11	0	0	5	1	5	7	20	26	32	8	5	9	19	12
sq289	24	12	9	9	12	7	2	4	6	1	5	19	5	5	10	3	4	5	19	14	6	0	9	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	8	14	17	15	14
sq290	21	2	8	7	13	7	9	0	3	5	5	18	15	8	6	9	7	4	6	14	11	0	8	0	0	0	1	0	0	0	0	1	12	0	1	0	0	0	0	7	19	13	14	18
